user_id,topic_id,topic,subject,quiz_accuracy,avg_time_per_question,total_attempts,question_difficulty,videos_watched,articles_read,chatbot_questions,study_duration,daily_streak,ewma_accuracy,prerequisite_mastery,previous_attempt_accuracy,label
U1015,12,Normalization,Database Management Systems,17.7,78.2,4,Hard,1,1,3,34.0,4,32.6,38.3,30.6,Weak
U1334,22,DNS,Computer Networks,6.2,81.6,3,Medium,5,5,5,54.0,6,24.9,20.2,6.2,Weak
U1149,4,Queues,Data Structures & Algorithms,54.4,46.1,1,Easy,2,1,1,31.0,3,43.4,60.9,30.1,Moderate
U1317,19,Memory Management,Operating Systems,2.0,61.3,8,Easy,6,1,7,40.6,9,5.0,33.1,10.0,Weak
U1314,9,Recursion,Data Structures & Algorithms,66.5,53.8,1,Easy,1,3,1,35.7,6,59.1,64.5,46.2,Moderate
U1159,15,Processes,Operating Systems,59.0,41.7,3,Medium,2,3,1,50.2,8,63.5,85.9,66.3,Strong
U1489,22,DNS,Computer Networks,36.3,74.2,4,Easy,1,0,1,54.8,6,53.8,43.8,58.1,Weak
U1318,4,Queues,Data Structures & Algorithms,20.9,41.2,4,Easy,3,2,2,32.4,5,17.0,45.8,17.8,Weak
U1398,25,Objects,Object Oriented Programming,50.3,52.0,1,Easy,0,1,2,21.6,5,45.6,54.2,54.0,Moderate
U1440,11,SQL,Database Management Systems,20.3,84.5,5,Medium,0,2,2,18.0,1,31.9,51.0,34.7,Weak
U1257,1,Arrays,Data Structures & Algorithms,57.4,63.6,1,Medium,4,2,1,56.6,6,54.3,53.9,57.7,Moderate
U1245,3,Stacks,Data Structures & Algorithms,85.7,22.0,1,Easy,3,2,1,48.8,5,84.4,92.3,73.4,Strong
U1152,4,Queues,Data Structures & Algorithms,6.5,65.6,8,Medium,0,0,3,19.2,3,16.7,46.3,18.9,Weak
U1275,26,Inheritance,Object Oriented Programming,29.8,66.2,2,Medium,1,0,0,2.0,2,34.1,36.7,37.2,Weak
U1462,4,Queues,Data Structures & Algorithms,72.2,53.8,1,Hard,0,0,1,44.6,5,70.0,70.1,60.1,Strong
U1437,20,OSI Model,Computer Networks,62.1,27.8,1,Medium,3,1,0,8.6,4,86.6,92.4,99.0,Strong
U1564,27,Polymorphism,Object Oriented Programming,54.5,61.6,3,Easy,3,3,0,50.3,4,64.7,42.6,72.9,Moderate
U1072,9,Recursion,Data Structures & Algorithms,54.1,58.3,3,Easy,1,0,2,45.6,4,57.0,55.1,58.8,Moderate
U1316,26,Inheritance,Object Oriented Programming,44.3,76.3,1,Hard,4,2,1,45.8,7,48.5,57.5,38.5,Weak
U1376,5,Trees,Data Structures & Algorithms,73.6,29.9,2,Easy,1,3,1,43.0,8,73.6,79.8,77.1,Strong
U1404,5,Trees,Data Structures & Algorithms,60.5,45.5,6,Easy,2,0,1,34.4,2,57.2,63.2,36.2,Moderate
U1200,17,Scheduling,Operating Systems,26.7,70.8,4,Hard,6,0,2,44.1,9,45.2,71.4,26.7,Weak
U1362,11,SQL,Database Management Systems,55.9,44.8,4,Easy,1,3,2,59.6,10,62.1,60.9,55.9,Moderate
U1537,9,Recursion,Data Structures & Algorithms,3.7,72.7,1,Easy,0,2,1,34.5,2,10.9,25.0,3.7,Weak
U1083,20,OSI Model,Computer Networks,2.0,84.0,3,Hard,4,0,3,31.7,0,7.5,42.8,13.6,Weak
U1207,27,Polymorphism,Object Oriented Programming,74.5,64.1,1,Medium,3,1,1,36.0,3,63.8,44.8,61.6,Moderate
U1480,10,ER Model,Database Management Systems,43.7,61.8,2,Medium,2,2,2,44.0,6,51.1,72.2,43.7,Moderate
U1438,20,OSI Model,Computer Networks,58.4,49.1,1,Hard,3,1,2,39.2,3,63.2,73.8,49.4,Moderate
U1501,20,OSI Model,Computer Networks,12.4,71.2,2,Medium,1,0,2,33.7,4,25.1,52.2,7.4,Weak
U1008,5,Trees,Data Structures & Algorithms,2.8,58.9,7,Hard,1,2,6,53.6,7,24.2,46.8,2.8,Weak
U1565,7,Sorting,Data Structures & Algorithms,17.4,80.2,2,Hard,2,1,3,21.0,5,36.5,47.3,39.7,Weak
U1093,13,Transactions,Database Management Systems,48.0,56.9,1,Hard,3,2,3,36.0,4,56.5,60.3,49.6,Moderate
U1012,7,Sorting,Data Structures & Algorithms,36.6,67.7,2,Hard,0,0,1,12.3,2,49.6,63.4,65.6,Weak
U1093,12,Normalization,Database Management Systems,44.9,71.4,2,Hard,3,3,2,31.3,5,61.0,70.6,66.3,Moderate
U1460,26,Inheritance,Object Oriented Programming,9.4,57.7,3,Medium,1,2,3,64.6,3,29.5,36.7,9.4,Weak
U1264,19,Memory Management,Operating Systems,48.3,55.3,4,Hard,5,2,0,29.0,11,67.8,78.8,88.1,Moderate
U1458,25,Objects,Object Oriented Programming,2.0,70.2,8,Hard,2,0,1,42.8,3,7.9,36.8,2.0,Weak
U1037,23,Routing,Computer Networks,32.8,79.6,5,Hard,5,2,1,53.0,5,47.5,47.7,53.8,Weak
U1240,24,Classes,Object Oriented Programming,85.4,37.6,1,Hard,1,3,1,26.4,4,79.8,86.1,60.3,Strong
U1502,19,Memory Management,Operating Systems,32.9,61.4,1,Hard,0,1,2,11.1,1,40.1,54.4,37.2,Weak
U1049,11,SQL,Database Management Systems,15.0,73.8,4,Medium,3,1,3,40.3,5,12.0,32.8,2.1,Weak
U1124,6,Graphs,Data Structures & Algorithms,39.1,59.9,3,Easy,3,0,2,29.8,7,18.4,42.9,2.0,Weak
U1271,18,Deadlocks,Operating Systems,96.0,24.6,1,Easy,2,4,0,56.9,8,85.1,74.7,86.8,Strong
U1278,7,Sorting,Data Structures & Algorithms,76.1,41.4,3,Easy,0,1,1,42.8,4,69.7,70.2,80.3,Strong
U1472,23,Routing,Computer Networks,27.1,61.8,2,Medium,0,1,0,53.4,4,41.0,40.6,34.2,Weak
U1405,24,Classes,Object Oriented Programming,75.4,42.4,2,Medium,3,4,1,41.5,3,79.9,87.6,89.2,Strong
U1456,7,Sorting,Data Structures & Algorithms,43.0,61.2,1,Medium,3,5,4,44.0,7,41.8,62.1,41.5,Weak
U1104,10,ER Model,Database Management Systems,95.5,22.5,1,Medium,0,1,0,27.5,6,84.9,77.6,79.2,Strong
U1300,2,Linked Lists,Data Structures & Algorithms,39.6,54.0,1,Medium,1,0,1,37.9,9,45.3,64.1,39.6,Moderate
U1539,4,Queues,Data Structures & Algorithms,18.8,61.0,3,Medium,4,5,4,34.1,7,24.2,42.2,18.7,Weak
U1006,21,TCP/IP,Computer Networks,8.1,81.2,2,Medium,1,2,1,13.6,2,5.5,17.9,8.1,Weak
U1302,19,Memory Management,Operating Systems,64.8,43.6,3,Easy,5,1,1,39.8,6,66.4,73.9,63.5,Strong
U1028,14,DBMS Indexes,Database Management Systems,49.2,49.7,4,Easy,4,1,2,47.1,7,50.1,67.2,39.8,Moderate
U1206,11,SQL,Database Management Systems,11.4,78.7,8,Medium,4,2,1,43.5,13,7.1,24.2,2.0,Weak
U1292,1,Arrays,Data Structures & Algorithms,43.2,59.4,3,Medium,4,1,1,38.8,4,43.3,59.0,35.4,Weak
U1363,22,DNS,Computer Networks,32.3,53.2,4,Medium,5,1,2,53.5,6,40.9,50.2,35.5,Weak
U1009,14,DBMS Indexes,Database Management Systems,56.9,59.2,3,Hard,1,1,1,32.7,7,49.9,73.9,27.7,Moderate
U1465,18,Deadlocks,Operating Systems,45.2,40.0,2,Easy,3,0,3,53.8,9,38.9,68.8,34.5,Moderate
U1262,6,Graphs,Data Structures & Algorithms,8.9,61.6,3,Medium,5,1,0,30.9,2,10.0,37.1,4.8,Weak
U1397,26,Inheritance,Object Oriented Programming,28.2,59.8,5,Medium,3,1,0,31.5,3,41.2,39.7,28.2,Weak
U1507,11,SQL,Database Management Systems,33.4,70.3,1,Medium,0,0,1,49.9,0,50.5,57.3,49.6,Weak
U1310,3,Stacks,Data Structures & Algorithms,44.3,62.0,5,Medium,3,1,0,27.5,4,54.6,72.0,44.3,Weak
U1019,13,Transactions,Database Management Systems,20.5,69.0,2,Medium,4,1,3,45.2,5,31.3,40.3,34.1,Weak
U1412,27,Polymorphism,Object Oriented Programming,34.1,76.3,1,Medium,3,1,2,61.3,5,53.8,46.8,73.7,Weak
U1108,18,Deadlocks,Operating Systems,16.3,68.8,3,Hard,3,0,2,48.7,4,19.8,46.7,2.0,Weak
U1303,13,Transactions,Database Management Systems,26.4,72.7,1,Easy,3,0,2,39.9,2,24.3,39.7,26.4,Weak
U1296,19,Memory Management,Operating Systems,58.2,52.1,1,Medium,2,1,1,64.7,5,64.3,75.3,47.8,Moderate
U1446,18,Deadlocks,Operating Systems,45.0,56.2,4,Medium,1,1,4,27.5,2,58.1,65.4,45.0,Moderate
U1104,25,Objects,Object Oriented Programming,72.4,56.2,1,Hard,1,0,0,29.9,2,80.9,85.8,97.2,Strong
U1074,2,Linked Lists,Data Structures & Algorithms,34.8,58.2,5,Hard,3,1,0,53.5,10,39.2,68.4,29.4,Weak
U1142,6,Graphs,Data Structures & Algorithms,47.2,48.9,1,Easy,5,1,4,2.0,6,51.3,67.1,52.7,Moderate
U1466,12,Normalization,Database Management Systems,41.3,62.5,3,Easy,1,5,1,89.3,13,39.0,56.9,32.3,Weak
U1425,7,Sorting,Data Structures & Algorithms,41.0,55.7,3,Medium,4,0,5,35.5,6,52.6,61.1,70.2,Weak
U1022,7,Sorting,Data Structures & Algorithms,21.2,50.8,4,Easy,0,1,1,41.7,7,16.1,36.5,16.7,Weak
U1033,10,ER Model,Database Management Systems,65.2,57.2,2,Medium,2,1,1,39.4,6,66.0,81.6,71.4,Strong
U1184,19,Memory Management,Operating Systems,39.2,62.8,1,Medium,1,1,0,21.6,6,43.6,62.8,39.4,Weak
U1282,21,TCP/IP,Computer Networks,57.2,52.6,2,Easy,2,4,4,32.9,3,52.0,51.7,49.3,Moderate
U1061,14,DBMS Indexes,Database Management Systems,9.2,52.3,2,Medium,1,1,2,41.8,1,7.6,35.1,9.2,Weak
U1349,12,Normalization,Database Management Systems,58.2,48.7,1,Medium,0,1,0,21.9,1,59.5,70.3,39.3,Moderate
U1406,22,DNS,Computer Networks,8.8,77.0,3,Medium,1,2,1,34.7,3,12.6,11.4,19.4,Weak
U1189,3,Stacks,Data Structures & Algorithms,8.1,63.5,5,Medium,3,0,2,45.8,3,19.9,43.3,20.4,Weak
U1399,16,Threads,Operating Systems,68.5,50.5,4,Easy,0,1,0,7.8,4,69.5,72.1,64.0,Moderate
U1298,24,Classes,Object Oriented Programming,23.9,53.1,6,Easy,5,0,1,50.0,3,36.9,54.6,43.2,Weak
U1184,17,Scheduling,Operating Systems,48.9,53.5,3,Hard,3,0,1,41.2,4,48.1,78.8,56.6,Moderate
U1399,12,Normalization,Database Management Systems,69.8,50.6,3,Medium,0,0,0,35.9,2,60.1,71.6,53.8,Moderate
U1391,11,SQL,Database Management Systems,23.3,81.1,6,Easy,2,0,1,41.1,5,13.8,13.2,3.7,Weak
U1105,10,ER Model,Database Management Systems,33.9,59.1,3,Medium,4,1,3,61.8,10,32.6,49.7,33.9,Weak
U1299,11,SQL,Database Management Systems,2.0,90.6,5,Medium,4,3,2,64.5,6,3.6,19.1,2.0,Weak
U1059,14,DBMS Indexes,Database Management Systems,65.4,50.2,2,Medium,2,1,0,42.0,2,59.1,73.7,54.5,Moderate
U1295,3,Stacks,Data Structures & Algorithms,34.5,62.9,5,Hard,4,2,5,49.1,10,33.8,53.2,13.5,Weak
U1080,18,Deadlocks,Operating Systems,44.9,41.2,4,Easy,3,1,1,18.4,8,55.8,67.2,37.5,Moderate
U1406,10,ER Model,Database Management Systems,7.7,48.2,4,Medium,5,1,3,46.9,4,19.1,40.8,7.7,Weak
U1490,27,Polymorphism,Object Oriented Programming,26.4,71.5,3,Easy,0,1,3,42.4,6,27.5,24.6,26.4,Weak
U1461,3,Stacks,Data Structures & Algorithms,60.5,61.0,2,Easy,7,3,1,37.1,2,46.8,66.7,27.9,Moderate
U1414,26,Inheritance,Object Oriented Programming,78.5,50.6,5,Easy,3,2,2,46.6,8,67.9,67.8,68.5,Strong
U1395,22,DNS,Computer Networks,48.0,71.4,3,Medium,1,0,2,37.6,10,56.6,46.3,54.1,Weak
U1564,6,Graphs,Data Structures & Algorithms,72.9,47.9,2,Easy,2,1,1,48.4,9,69.1,94.1,66.3,Strong
U1344,6,Graphs,Data Structures & Algorithms,77.9,33.4,3,Medium,2,1,0,56.3,3,73.5,78.5,51.5,Strong
U1258,10,ER Model,Database Management Systems,35.2,55.2,2,Hard,3,0,1,22.0,5,44.6,70.0,47.2,Weak
U1104,4,Queues,Data Structures & Algorithms,95.6,41.3,3,Medium,2,1,0,45.8,2,91.1,93.3,99.0,Strong
U1425,5,Trees,Data Structures & Algorithms,53.0,49.8,1,Medium,0,2,0,59.4,10,44.1,60.3,33.1,Moderate
U1053,6,Graphs,Data Structures & Algorithms,59.5,38.8,3,Easy,4,2,1,44.0,6,40.1,63.0,24.1,Moderate
U1032,13,Transactions,Database Management Systems,44.7,71.5,6,Medium,4,2,4,44.3,5,45.6,45.0,44.7,Weak
U1536,15,Processes,Operating Systems,88.7,33.1,1,Easy,2,0,1,27.1,1,82.0,88.4,74.9,Strong
U1277,20,OSI Model,Computer Networks,59.0,54.5,2,Hard,2,3,0,25.1,4,72.0,76.0,59.0,Moderate
U1035,13,Transactions,Database Management Systems,69.0,44.7,1,Medium,2,2,1,69.8,9,78.9,63.5,84.0,Strong
U1105,11,SQL,Database Management Systems,8.0,69.2,3,Medium,1,3,4,47.3,10,12.6,30.5,11.2,Weak
U1301,5,Trees,Data Structures & Algorithms,79.8,51.5,2,Medium,2,1,0,17.6,5,72.5,68.8,57.9,Strong
U1059,12,Normalization,Database Management Systems,58.6,48.0,1,Medium,2,0,0,23.6,6,59.9,63.6,56.8,Moderate
U1093,9,Recursion,Data Structures & Algorithms,52.5,42.1,3,Easy,1,1,0,46.8,5,59.6,72.2,77.1,Moderate
U1033,22,DNS,Computer Networks,46.0,65.6,2,Hard,0,0,1,28.7,3,60.0,48.5,65.2,Weak
U1306,19,Memory Management,Operating Systems,37.1,52.2,4,Hard,0,2,1,24.9,10,46.9,52.0,46.5,Weak
U1220,1,Arrays,Data Structures & Algorithms,21.9,50.9,2,Medium,3,1,4,46.5,5,33.5,53.4,38.0,Weak
U1440,14,DBMS Indexes,Database Management Systems,34.7,57.3,1,Medium,1,3,0,34.3,1,36.8,54.0,28.8,Weak
U1298,4,Queues,Data Structures & Algorithms,48.8,58.5,2,Medium,1,1,1,45.4,4,46.2,62.6,46.0,Moderate
U1290,19,Memory Management,Operating Systems,39.4,66.3,2,Hard,1,2,0,29.6,2,37.8,57.9,33.2,Weak
U1539,12,Normalization,Database Management Systems,22.5,71.7,2,Medium,3,0,3,41.0,6,29.8,31.4,22.5,Weak
U1531,25,Objects,Object Oriented Programming,55.6,49.5,1,Medium,2,1,0,38.5,1,69.5,75.3,55.6,Moderate
U1563,23,Routing,Computer Networks,2.0,79.0,3,Easy,1,3,1,29.9,1,3.7,14.3,2.0,Weak
U1061,8,Searching,Data Structures & Algorithms,2.0,80.4,4,Easy,0,1,2,29.2,2,4.8,20.2,2.0,Weak
U1206,10,ER Model,Database Management Systems,2.0,74.0,8,Medium,1,1,6,50.9,6,10.2,36.3,12.7,Weak
U1098,26,Inheritance,Object Oriented Programming,2.0,82.4,4,Hard,1,1,1,27.8,1,7.2,13.4,20.5,Weak
U1492,5,Trees,Data Structures & Algorithms,2.0,73.9,7,Medium,2,1,3,28.9,5,2.6,28.9,2.0,Weak
U1538,15,Processes,Operating Systems,72.7,50.8,1,Hard,5,2,0,37.0,7,69.6,74.7,69.2,Strong
U1285,25,Objects,Object Oriented Programming,11.0,50.4,3,Easy,3,1,2,10.7,4,14.5,33.9,20.1,Weak
U1266,7,Sorting,Data Structures & Algorithms,56.7,30.9,3,Easy,1,1,3,34.5,10,65.4,67.5,85.4,Moderate
U1512,22,DNS,Computer Networks,85.3,42.4,1,Easy,0,1,0,42.5,4,79.4,66.7,73.0,Strong
U1441,11,SQL,Database Management Systems,66.8,44.5,1,Medium,3,0,0,37.7,5,66.8,68.9,62.7,Strong
U1442,24,Classes,Object Oriented Programming,26.7,59.6,5,Hard,1,0,2,35.6,10,33.3,51.1,12.0,Weak
U1163,21,TCP/IP,Computer Networks,17.6,65.4,5,Easy,1,3,3,36.6,5,26.1,27.9,17.6,Weak
U1011,24,Classes,Object Oriented Programming,89.9,39.8,1,Medium,3,0,0,47.3,7,81.6,83.2,89.9,Strong
U1497,4,Queues,Data Structures & Algorithms,2.0,66.3,3,Medium,2,1,3,47.3,6,10.5,47.1,17.3,Weak
U1380,19,Memory Management,Operating Systems,23.1,70.1,6,Easy,1,0,1,43.3,6,16.5,34.3,17.2,Weak
U1427,21,TCP/IP,Computer Networks,44.1,68.4,2,Hard,3,0,0,46.2,3,51.1,57.0,44.1,Weak
U1434,6,Graphs,Data Structures & Algorithms,40.9,44.4,2,Medium,0,1,0,31.8,2,50.4,64.1,61.9,Moderate
U1204,12,Normalization,Database Management Systems,47.0,66.8,2,Medium,1,2,1,40.9,1,28.3,44.3,16.8,Weak
U1395,10,ER Model,Database Management Systems,65.0,53.7,1,Easy,1,1,0,23.2,6,61.3,76.8,70.9,Moderate
U1265,3,Stacks,Data Structures & Algorithms,79.0,26.5,1,Easy,1,2,0,72.3,10,77.3,88.8,64.4,Strong
U1235,6,Graphs,Data Structures & Algorithms,82.0,48.9,3,Hard,0,1,1,54.0,2,81.4,93.0,66.5,Strong
U1385,2,Linked Lists,Data Structures & Algorithms,73.4,44.1,2,Medium,2,2,0,17.2,4,64.3,79.2,73.1,Strong
U1279,2,Linked Lists,Data Structures & Algorithms,42.7,47.3,4,Medium,3,0,1,23.3,2,43.4,64.9,46.8,Moderate
U1065,12,Normalization,Database Management Systems,54.5,54.8,4,Medium,0,3,1,30.3,5,58.1,47.8,63.2,Moderate
U1071,17,Scheduling,Operating Systems,64.8,41.0,1,Easy,0,0,2,47.3,2,61.6,63.8,70.9,Moderate
U1534,20,OSI Model,Computer Networks,65.8,40.7,2,Easy,2,1,0,35.5,4,69.3,73.7,64.5,Strong
U1055,10,ER Model,Database Management Systems,82.3,45.3,2,Easy,1,1,0,17.4,1,80.9,90.2,75.2,Strong
U1053,8,Searching,Data Structures & Algorithms,29.3,59.0,3,Hard,0,3,3,23.0,7,41.2,58.4,37.1,Weak
U1499,17,Scheduling,Operating Systems,99.0,30.5,2,Medium,3,0,0,58.8,5,94.2,100.0,99.0,Strong
U1550,8,Searching,Data Structures & Algorithms,46.7,51.3,4,Hard,4,1,1,36.9,6,62.1,68.6,74.2,Moderate
U1299,18,Deadlocks,Operating Systems,2.0,73.6,7,Easy,3,0,5,62.9,11,3.6,18.9,5.7,Weak
U1230,27,Polymorphism,Object Oriented Programming,46.3,50.9,1,Medium,2,0,0,53.0,7,64.8,47.1,75.6,Moderate
U1584,11,SQL,Database Management Systems,17.1,58.8,3,Hard,4,1,5,62.5,4,29.6,50.3,21.2,Weak
U1095,12,Normalization,Database Management Systems,36.2,64.4,1,Hard,3,6,2,38.9,5,52.6,58.0,60.8,Weak
U1501,6,Graphs,Data Structures & Algorithms,18.0,71.0,2,Hard,1,0,0,23.3,4,23.0,51.3,12.4,Weak
U1403,21,TCP/IP,Computer Networks,60.3,50.1,2,Hard,1,1,1,23.8,5,81.5,69.5,60.3,Moderate
U1171,1,Arrays,Data Structures & Algorithms,31.3,33.1,1,Easy,0,1,3,49.0,9,15.4,39.2,2.0,Weak
U1008,20,OSI Model,Computer Networks,28.4,65.6,1,Medium,4,1,1,27.9,5,25.5,46.2,24.6,Weak
U1472,8,Searching,Data Structures & Algorithms,42.3,56.0,1,Medium,2,2,1,57.0,3,41.4,55.3,27.1,Weak
U1117,20,OSI Model,Computer Networks,31.1,63.7,3,Medium,4,0,1,63.6,5,29.2,35.4,31.0,Weak
U1565,13,Transactions,Database Management Systems,27.1,63.0,6,Medium,0,1,1,43.3,5,36.2,40.1,48.5,Weak
U1509,9,Recursion,Data Structures & Algorithms,73.4,52.6,3,Medium,0,0,0,27.8,2,79.6,81.8,73.4,Strong
U1174,8,Searching,Data Structures & Algorithms,36.9,59.6,5,Medium,3,4,2,33.0,5,40.8,48.7,29.5,Weak
U1030,16,Threads,Operating Systems,2.0,63.6,6,Hard,1,2,3,23.3,6,24.4,56.8,34.1,Weak
U1304,13,Transactions,Database Management Systems,47.8,60.7,3,Medium,1,1,1,29.5,3,53.2,47.9,61.8,Weak
U1439,23,Routing,Computer Networks,26.5,64.6,1,Easy,2,4,2,41.8,8,28.2,26.9,43.0,Weak
U1051,5,Trees,Data Structures & Algorithms,68.7,56.3,1,Medium,1,2,0,38.6,3,66.6,73.2,79.4,Strong
U1256,23,Routing,Computer Networks,48.1,66.3,2,Medium,1,2,1,56.3,5,61.8,49.2,48.1,Moderate
U1522,24,Classes,Object Oriented Programming,38.9,42.1,4,Easy,2,2,3,33.3,4,38.9,62.6,49.4,Weak
U1448,9,Recursion,Data Structures & Algorithms,32.8,58.1,2,Easy,4,1,3,41.8,4,37.3,55.1,51.3,Weak
U1585,14,DBMS Indexes,Database Management Systems,29.1,57.1,1,Easy,0,2,2,39.8,4,23.1,43.6,26.1,Weak
U1535,12,Normalization,Database Management Systems,69.3,50.0,5,Easy,2,0,0,8.4,1,67.7,67.2,60.1,Moderate
U1466,23,Routing,Computer Networks,37.6,69.9,2,Easy,3,3,0,28.6,5,39.4,43.5,38.9,Weak
U1465,16,Threads,Operating Systems,20.4,77.8,7,Medium,3,4,2,37.2,11,30.4,57.1,36.0,Weak
U1552,18,Deadlocks,Operating Systems,44.6,67.9,2,Medium,2,0,2,31.4,4,51.5,50.6,54.0,Weak
U1402,2,Linked Lists,Data Structures & Algorithms,46.2,45.4,2,Easy,1,1,0,40.4,7,43.6,69.9,37.0,Moderate
U1000,10,ER Model,Database Management Systems,35.0,51.6,3,Easy,4,4,3,39.7,2,29.4,53.4,32.0,Weak
U1351,27,Polymorphism,Object Oriented Programming,31.7,84.1,3,Medium,3,1,2,22.3,12,41.1,39.6,38.5,Weak
U1272,8,Searching,Data Structures & Algorithms,62.7,57.7,1,Medium,3,2,1,42.4,6,50.2,65.2,37.6,Moderate
U1258,27,Polymorphism,Object Oriented Programming,40.1,64.5,6,Hard,2,1,1,43.8,4,55.2,50.5,40.1,Weak
U1097,10,ER Model,Database Management Systems,68.4,56.1,1,Easy,0,1,1,52.7,6,56.4,82.4,50.2,Strong
U1034,9,Recursion,Data Structures & Algorithms,44.7,65.4,6,Medium,1,1,3,37.4,2,53.0,67.6,42.7,Weak
U1409,23,Routing,Computer Networks,49.1,61.2,2,Easy,5,3,1,71.1,8,53.9,41.4,56.3,Weak
U1227,26,Inheritance,Object Oriented Programming,59.8,51.1,1,Easy,5,1,1,36.8,7,50.2,57.1,41.0,Moderate
U1053,5,Trees,Data Structures & Algorithms,35.1,63.7,7,Medium,2,4,3,63.2,3,38.6,55.8,59.5,Weak
U1502,2,Linked Lists,Data Structures & Algorithms,61.2,43.7,4,Easy,1,0,0,16.1,1,46.5,66.1,32.9,Moderate
U1221,9,Recursion,Data Structures & Algorithms,38.4,43.7,4,Medium,1,0,2,39.2,6,38.5,51.5,38.4,Weak
U1413,16,Threads,Operating Systems,59.7,49.3,3,Medium,3,1,0,34.3,10,57.1,65.8,55.6,Moderate
U1128,11,SQL,Database Management Systems,8.9,77.6,4,Easy,1,1,1,45.6,5,19.0,23.5,28.2,Weak
U1571,22,DNS,Computer Networks,59.0,45.1,2,Easy,0,1,0,33.4,5,66.6,61.0,59.3,Moderate
U1483,11,SQL,Database Management Systems,2.0,78.3,5,Hard,2,3,2,44.8,3,18.4,38.2,8.5,Weak
U1352,12,Normalization,Database Management Systems,24.4,70.6,4,Hard,3,0,0,15.7,4,32.0,45.3,25.0,Weak
U1284,24,Classes,Object Oriented Programming,71.8,39.3,1,Easy,1,1,1,39.8,6,68.2,76.8,71.1,Strong
U1492,7,Sorting,Data Structures & Algorithms,2.0,94.4,4,Hard,4,3,1,34.1,4,3.5,25.1,8.8,Weak
U1169,8,Searching,Data Structures & Algorithms,30.8,79.9,6,Medium,4,4,2,39.6,4,34.0,54.6,16.4,Weak
U1451,5,Trees,Data Structures & Algorithms,12.6,55.2,3,Medium,2,1,1,47.9,7,22.9,50.7,27.9,Weak
U1420,6,Graphs,Data Structures & Algorithms,60.0,39.3,2,Medium,0,1,0,25.5,1,75.2,90.5,70.9,Strong
U1357,26,Inheritance,Object Oriented Programming,14.9,67.1,6,Easy,3,0,0,46.4,11,33.7,37.5,51.0,Weak
U1273,27,Polymorphism,Object Oriented Programming,44.1,61.0,5,Easy,3,1,4,56.1,3,62.4,45.3,44.1,Weak
U1101,17,Scheduling,Operating Systems,52.6,66.7,3,Medium,0,1,0,18.3,0,49.5,67.5,55.2,Moderate
U1005,6,Graphs,Data Structures & Algorithms,23.4,51.6,2,Easy,1,1,6,53.9,3,21.6,48.1,28.1,Weak
U1119,7,Sorting,Data Structures & Algorithms,65.5,43.2,3,Easy,2,2,2,30.2,3,66.9,64.0,59.1,Moderate
U1390,16,Threads,Operating Systems,83.3,39.8,1,Medium,1,0,1,28.6,3,90.6,91.8,81.9,Strong
U1074,13,Transactions,Database Management Systems,45.6,64.3,1,Easy,7,0,8,65.0,9,46.1,51.3,50.2,Weak
U1455,6,Graphs,Data Structures & Algorithms,26.8,45.1,7,Easy,1,0,0,35.5,5,30.9,60.9,40.9,Weak
U1477,8,Searching,Data Structures & Algorithms,53.9,58.7,3,Easy,3,2,0,55.3,7,49.3,61.8,42.3,Moderate
U1384,15,Processes,Operating Systems,86.6,33.3,1,Easy,1,2,0,59.8,7,74.2,78.4,70.4,Strong
U1515,6,Graphs,Data Structures & Algorithms,28.5,51.5,4,Medium,0,2,1,41.1,1,29.6,54.1,19.6,Weak
U1380,18,Deadlocks,Operating Systems,17.2,68.9,5,Medium,4,1,2,28.3,6,13.6,33.8,11.7,Weak
U1191,21,TCP/IP,Computer Networks,54.8,62.0,4,Medium,1,1,1,45.9,3,79.1,71.6,85.5,Moderate
U1159,4,Queues,Data Structures & Algorithms,66.0,56.9,1,Hard,5,3,2,41.8,6,64.3,78.5,59.0,Moderate
U1143,23,Routing,Computer Networks,25.3,54.7,2,Easy,2,1,4,34.2,13,32.0,41.0,22.7,Weak
U1051,10,ER Model,Database Management Systems,79.4,42.2,2,Easy,2,3,0,65.0,5,65.7,82.3,71.8,Strong
U1093,7,Sorting,Data Structures & Algorithms,88.4,55.0,1,Easy,6,1,0,31.8,11,69.2,74.6,44.9,Strong
U1422,18,Deadlocks,Operating Systems,2.0,75.6,3,Easy,2,1,4,43.9,4,5.1,23.3,6.3,Weak
U1049,19,Memory Management,Operating Systems,2.0,72.2,5,Medium,4,1,1,48.0,3,14.3,40.9,9.4,Weak
U1134,15,Processes,Operating Systems,79.4,27.2,3,Medium,2,4,0,29.3,5,81.4,86.7,83.1,Strong
U1396,6,Graphs,Data Structures & Algorithms,93.8,28.8,4,Easy,2,1,0,36.7,4,80.2,92.5,68.6,Strong
U1390,26,Inheritance,Object Oriented Programming,99.0,53.5,1,Medium,1,2,0,38.0,4,96.6,80.4,99.0,Strong
U1189,16,Threads,Operating Systems,2.0,72.4,4,Hard,0,3,0,42.9,8,22.6,42.5,2.0,Weak
U1144,25,Objects,Object Oriented Programming,49.2,72.2,2,Hard,3,1,2,39.9,3,45.9,50.8,55.1,Weak
U1422,16,Threads,Operating Systems,6.3,74.3,6,Hard,1,0,1,28.5,3,6.4,29.9,9.3,Weak
U1064,20,OSI Model,Computer Networks,6.8,77.1,1,Medium,1,2,0,25.4,3,6.3,31.4,2.0,Weak
